Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
3;1000003;Поступление зарплаты на счет;Ремонт;0;0.5;мужской;0;0;высшее;специалист;>250;1;86;30;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1000023;2НДФЛ;Ремонт;0;0.54;женский;0;0;высшее;специалист;>250;0;18;33;Другое;ЗАО;холост / не замужем;1;0;0;0;0;0.0721649485;1;0;0;0;0.4;2;3;90;5;1;2;9;94;1;1;0;0;0;0;0
3;1000043;Свободная форма с печатью работодателя;Ремонт;1;0.57;мужской;2;0;высшее;менеджер среднего звена;< 50;0;71;42;Другое;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;1;13;1;0;1;18;18;0;0;0;0;0;0;0
3;1000063;Форма банка (без печати работодателя);Покупка автомобиля;0;0.56;женский;2;0;высшее;специалист;>250;0;8;33;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1000083;Поступление зарплаты на счет;Ремонт;1;0.35;мужской;1;0;среднее;рабочий;>250;0;60;32;Торговля;ЗАО;женат / замужем;1;1;1;0;0;0.0833333333;0;0;0;0;0.3333333333;1;2;33;3;0;1;24;106;1;0;0;0;0;0;0
3;1000103;Форма банка (без печати работодателя);Ремонт;1;0.42;женский;1;0;*n.a.*;менеджер по продажам;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1000123;Поступление зарплаты на счет;Покупка автомобиля;1;0.2;мужской;0;0;высшее;менеджер среднего звена;>250;0;47;39;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1000143;Форма банка (без печати работодателя);Ремонт;0;0.28;женский;0;0;высшее;специалист;>250;0;70;28;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.3333333333;1;2;63;3;0;1;24;36;0;0;0;0;0;0;0
3;1000163;Поступление зарплаты на счет;Ремонт;1;0.07;мужской;0;0;второе высшее;специалист;>250;0;19;27;Другое;ЗАО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0;0;3;47;3;0;0;35;74;0;0;0;0;0;0;0
3;1000183;Поступление зарплаты на счет;Ремонт;1;0.44;женский;2;0;среднее;менеджер среднего звена;>250;1;92;42;Торговля;ООО;женат / замужем;1;1;1;0;0;0;0;0;0;0;0.4;4;6;114;10;1;0;6;109;0;0;0;0;0;0;0
3;1000203;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.31;мужской;1;0;незаконченное высшее;менеджер высшего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1000223;Форма банка (без печати работодателя);Обучение;1;0.49;женский;1;0;высшее;менеджер среднего звена;>250;0;183;51;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1000243;Поступление зарплаты на счет;Отпуск;1;0.27;женский;1;0;высшее;специалист;>250;0;12;31;Другое;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
3;1000263;2НДФЛ;Ремонт;1;0.26;женский;2;0;высшее;рабочий;>250;0;120;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1000283;2НДФЛ;Ремонт;0;0.56;женский;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1000303;Поступление зарплаты на счет;Ремонт;0;0.07;мужской;2;0;высшее;специалист;>250;0;126;35;Торговля;ОАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;3;46;3;0;3;19;29;0;0;0;0;0;0;0
3;1000323;Поступление зарплаты на счет;Покупка автомобиля;0;0.32;мужской;1;0;высшее;менеджер среднего звена;>250;1;37;26;Другое;ЗАО;женат / замужем;1;0;0;0;0;0.0081967213;1;0;0;0;0.4444444444;4;5;121;9;2;1;12;54;1;0;0;0;0;0;0
3;1000343;Поступление зарплаты на счет;Ремонт;0;0.44;женский;0;0;высшее;специалист;>250;0;15;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1000363;Поступление зарплаты на счет;Другое;1;0.33;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;25;28;Информационные технологии;ООО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;1;1;0;10;1;0;0;20;20;0;0;0;0;0;0;0
3;1000383;Поступление зарплаты на счет;Ремонт;0;0.3;женский;1;0;высшее;специалист;>250;0;6;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1000403;Поступление зарплаты на счет;Покупка автомобиля;1;0.37;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;48;31;Торговля;ЗАО;женат / замужем;0;0;0;0;0;0.1071428571;0;0;0;0;0;0;4;25;4;0;0;7;43;1;0;0;0;0;0;0
3;1000423;Форма банка (без печати работодателя);Покупка мебели;0;0.29;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1000443;Форма банка (без печати работодателя);Ремонт;1;0.33;мужской;0;0;высшее;специалист;>250;0;69;29;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;1;0;0;1;3;0;28;3;1;0;3;18;0;0;0;0;0;0;0
3;1000463;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.59;мужской;1;0;высшее;менеджер среднего звена;>250;0;70;33;Торговля;ООО;женат / замужем;2;1;1;1;1;0.075;0;0;0;0;0.6;3;2;74;5;1;0;20;47;1;1;1;1;0;1;0
3;1000483;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.44;мужской;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1000503;Форма банка (без печати работодателя);Ремонт;0;0.48;мужской;4;0;незаконченное высшее;другое;< 50;0;112;43;Торговля;Иная форма;женат / замужем;1;0;0;0;0;0.1;1;0;0;0;0.4;2;3;45;5;1;0;8;49;1;0;0;0;0;0;0
3;1000523;2НДФЛ;Покупка недвижимости/ строительство;0;0.5;женский;1;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1000543;Поступление зарплаты на счет;Ремонт;1;0.49;женский;0;0;высшее;рабочий;>250;1;28;48;Торговля;ООО;разведен / разведена;7;1;1;1;0;0.0380952381;0;1;1;0;0.5;4;4;101;8;2;0;2;75;1;0;0;0;0;0;0
3;1000563;;Покупка недвижимости/ строительство;0;;женский;0;0;высшее;другое;;0;96;37;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1000583;Форма банка (без печати работодателя);Ремонт;1;0.34;женский;0;0;высшее;менеджер высшего звена;< 50;0;70;52;Торговля;ООО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;0;0;19;19;0;0;0;0;0;0;0
3;1000603;Поступление зарплаты на счет;Покупка автомобиля;1;0.35;мужской;1;0;среднее-специальное;рабочий;>250;0;99;35;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1000623;Поступление зарплаты на счет;Покупка автомобиля;0;0.44;мужской;1;0;высшее;специалист;>250;0;78;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1000643;2НДФЛ;Покупка недвижимости/ строительство;0;0.28;мужской;0;0;среднее;специалист;>250;0;164;50;Другое;ЗАО;холост / не замужем;1;1;1;1;1;0;1;0;0;0;0;0;5;15;5;0;0;19;89;0;0;0;0;0;0;0
3;1000663;Форма банка (без печати работодателя);Ремонт;1;0.54;женский;1;0;высшее;менеджер среднего звена;< 50;0;126;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1000683;Поступление зарплаты на счет;Ремонт;1;0.3;женский;1;0;среднее;вспомогательный персонал;>250;1;6;42;Торговля;ООО;холост / не замужем;1;0;0;0;0;0.2;0;0;0;0;0.3333333333;1;2;24;3;0;0;22;74;1;1;1;1;1;1;1
3;1000703;Форма банка (без печати работодателя);Другое;1;0.39;женский;0;0;среднее-специальное;вспомогательный персонал;< 50;0;263;42;Торговля;Государственное предприятие;женат / замужем;1;0;0;0;0;0;0;0;0;0;1;2;0;31;2;1;0;19;21;0;0;0;0;0;0;0
3;1000723;2НДФЛ;Покупка автомобиля;0;0.39;женский;0;0;незаконченное высшее;специалист;>250;3;25;33;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1000743;Поступление зарплаты на счет;Покупка автомобиля;1;0.29;мужской;2;0;среднее;вспомогательный персонал;>250;0;30;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1000763;Поступление зарплаты на счет;Ремонт;0;0.37;мужской;0;0;высшее;специалист;>250;1;36;27;Информационные технологии;ЗАО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.3333333333;1;2;34;3;1;0;9;30;0;0;0;0;0;0;0
3;1000783;2НДФЛ;Покупка автомобиля;0;0.39;мужской;0;0;высшее;менеджер среднего звена;< 50;0;34;36;Торговля;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
3;1000803;Поступление зарплаты на счет;Лечение;1;0.59;мужской;0;0;среднее-специальное;специалист;>250;0;61;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1000823;Поступление зарплаты на счет;Другое;0;0.49;женский;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1000843;Поступление зарплаты на счет;Ремонт;1;0.54;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;269;44;Торговля;ООО;женат / замужем;2;1;0;0;0;0.0512820513;0;1;1;1;0.6666666667;4;2;37;6;2;0;0;26;1;0;0;0;0;0;0
3;1000863;Форма банка (без печати работодателя);Ремонт;1;0.37;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1000883;Поступление зарплаты на счет;Ремонт;1;0.38;мужской;0;0;высшее;рабочий;>250;0;23;23;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1000903;Поступление зарплаты на счет;Отпуск;1;0.23;мужской;1;0;высшее;рабочий;>250;0;22;38;Другое;ООО;женат / замужем;0;0;0;0;0;0.05;0;0;0;0;1;1;0;19;1;0;0;19;19;1;0;0;0;0;0;0
3;1000923;Форма банка (без печати работодателя);Отпуск;0;0.1;мужской;1;0;высшее;менеджер высшего звена;< 50;0;18;44;Другое;ООО;женат / замужем;1;0;0;0;0;0.0088495575;1;0;0;0;0.375;3;5;112;8;0;2;9;67;1;0;0;0;0;0;0
3;1000943;Поступление зарплаты на счет;Покупка автомобиля;0;0.25;мужской;0;0;высшее;специалист;>250;1;7;25;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1000963;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.55;мужской;1;0;высшее;вспомогательный персонал;>250;0;9;26;Другое;ООО;женат / замужем;3;0;0;0;0;0.1612903226;0;0;0;0;0.1428571429;1;6;78;7;0;0;15;71;1;1;1;0;0;0;0
3;1000983;Свободная форма с печатью работодателя;Ремонт;0;0.34;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;56;34;Торговля;ООО;женат / замужем;3;3;3;3;3;0;1;0;0;0;0.2307692308;3;10;83;13;0;2;8;93;0;0;0;0;0;0;0
3;1001003;Форма банка (без печати работодателя);Лечение;1;0.22;женский;0;0;высшее;менеджер среднего звена;< 50;0;7;26;Другое;ООО;холост / не замужем;2;1;1;0;0;0;0;0;0;0;0.75;3;1;35;4;1;0;7;42;0;0;0;0;0;0;0
3;1001023;Поступление зарплаты на счет;Ремонт;1;0.5;мужской;1;0;среднее;вспомогательный персонал;>250;0;238;55;Другое;ОАО;женат / замужем;1;1;1;0;0;0;1;0;0;0;0.6666666667;2;1;18;3;0;0;8;11;0;0;0;0;0;0;0
3;1001043;Поступление зарплаты на счет;Ремонт;1;0.17;мужской;0;0;высшее;специалист;>250;0;6;31;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001063;2НДФЛ;Покупка недвижимости/ строительство;1;0.13;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;277;42;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001083;Поступление зарплаты на счет;Ремонт;1;0.4;мужской;1;0;высшее;вспомогательный персонал;>250;0;54;26;Другое;ООО;женат / замужем;1;1;1;0;0;0.1176470588;0;0;0;0;0.1428571429;1;6;60;7;0;0;6;90;1;1;1;1;1;0;0
3;1001103;Поступление зарплаты на счет;Покупка автомобиля;1;0.36;мужской;1;0;высшее;специалист;>250;0;76;30;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001123;Поступление зарплаты на счет;Покупка автомобиля;1;0.5;мужской;0;0;высшее;торговый представитель;>250;0;16;27;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001143;Форма банка (без печати работодателя);Ремонт;1;0.43;мужской;0;0;среднее-специальное;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001163;Поступление зарплаты на счет;Покупка автомобиля;0;0.2;мужской;0;0;среднее-специальное;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001183;2НДФЛ;Покупка автомобиля;0;0.56;женский;0;0;высшее;менеджер среднего звена;>250;0;26;30;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001203;Свободная форма с печатью работодателя;Ремонт;0;0.3;женский;0;0;высшее;менеджер высшего звена;< 50;1;8;51;Торговля;ООО;женат / замужем;1;1;0;0;0;0.0236220472;1;0;0;0;0.75;3;1;124;4;1;1;14;73;1;0;0;0;0;0;0
3;1001223;Форма банка (без печати работодателя);Ремонт;1;0.33;женский;0;0;высшее;менеджер среднего звена;>250;0;161;51;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001243;2НДФЛ;Ремонт;1;0.25;женский;1;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001263;Форма банка (без печати работодателя);Ремонт;1;0.29;женский;2;0;высшее;менеджер среднего звена;< 50;0;40;33;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001283;Форма банка (без печати работодателя);Ремонт;1;0.43;мужской;0;0;высшее;рабочий;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001303;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;3;0;*n.a.*;менеджер среднего звена;>250;0;215;42;Другое;ОАО;женат / замужем;0;0;0;0;0;0.028;0;0;0;0;0.6;3;2;243;5;1;1;29;96;1;0;0;0;0;0;0
3;1001323;Поступление зарплаты на счет;Другое;0;0.14;женский;0;0;высшее;специалист;>250;1;78;34;Другое;ООО;холост / не замужем;0;0;0;0;0;0.0168067227;0;0;0;0;0.25;2;6;117;8;1;0;9;71;1;0;0;0;0;0;0
3;1001343;Форма банка (без печати работодателя);Покупка автомобиля;1;0.32;женский;2;0;высшее;специалист;>250;0;57;27;Другое;Государственное предприятие;женат / замужем;2;2;2;0;0;0.1376811594;1;0;0;0;0.625;5;3;119;8;2;0;11;81;1;1;1;1;0;0;0
3;1001363;2НДФЛ;Покупка автомобиля;0;0.21;женский;1;0;высшее;специалист;>250;0;244;53;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001383;2НДФЛ;Ремонт;1;0.49;мужской;2;0;высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001403;2НДФЛ;Ремонт;1;0.51;женский;0;0;высшее;менеджер среднего звена;>250;0;56;34;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001423;Свободная форма с печатью работодателя;Ремонт;1;0.46;мужской;1;0;высшее;рабочий;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001443;Форма банка (без печати работодателя);Ремонт;1;0.2;мужской;0;0;высшее;менеджер высшего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001463;Поступление зарплаты на счет;Ремонт;1;0.36;женский;0;0;среднее-специальное;менеджер среднего звена;< 50;0;10;49;Другое;ООО;разведен / разведена;1;1;1;1;1;0;0;0;0;0;0.6;3;2;44;5;1;0;9;31;0;0;0;0;0;0;0
3;1001483;2НДФЛ;Ремонт;0;0.57;женский;0;0;высшее;вспомогательный персонал;>250;1;26;49;Другое;ООО;женат / замужем;2;1;0;0;0;0.0265486726;0;0;0;0;0.5714285714;4;3;110;7;2;1;6;42;1;0;0;0;0;0;0
3;1001503;Поступление зарплаты на счет;Ремонт;0;0.25;мужской;0;0;высшее;специалист;>250;0;42;38;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001523;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;мужской;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001543;Форма банка (без печати работодателя);Покупка автомобиля;1;0.49;мужской;0;0;незаконченное высшее;специалист;< 50;0;9;33;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001563;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.59;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;54;33;Торговля;ООО;женат / замужем;1;0;0;0;0;0;1;0;0;0;1;2;0;75;2;1;0;29;43;0;0;0;0;0;0;0
3;1001583;2НДФЛ;Ремонт;1;0.49;женский;1;0;среднее;менеджер среднего звена;>250;0;137;49;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001603;2НДФЛ;Другое;1;0.59;женский;0;0;среднее-специальное;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001623;Поступление зарплаты на счет;Покупка автомобиля;0;0.26;женский;0;0;высшее;вспомогательный персонал;>250;0;21;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001643;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001663;Поступление зарплаты на счет;Ремонт;0;0.17;мужской;0;0;высшее;менеджер по продажам;>250;0;53;31;Другое;ОАО;женат / замужем;1;1;0;0;0;0;1;0;0;0;0.4;2;3;101;5;2;0;15;71;0;0;0;0;0;0;0
3;1001683;Форма банка (без печати работодателя);Ремонт;1;0.49;женский;1;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001703;2НДФЛ;Ремонт;1;0.35;мужской;2;0;высшее;менеджер среднего звена;>250;0;14;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001723;Форма банка (без печати работодателя);Ремонт;0;0.49;женский;0;0;среднее-специальное;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001743;Поступление зарплаты на счет;Покупка автомобиля;1;0.31;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;112;41;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001763;Форма банка (без печати работодателя);Ремонт;1;0.47;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;93;34;Торговля;ООО;холост / не замужем;3;1;0;0;0;0.1433823529;1;0;0;0;0.4166666667;6;6;233;12;3;2;11;54;1;0;0;0;0;0;0
3;1001783;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.56;мужской;1;0;высшее;менеджер среднего звена;>250;0;27;32;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001803;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.21;мужской;0;0;высшее;специалист;>250;0;44;26;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001823;Поступление зарплаты на счет;Ремонт;1;0.54;женский;1;0;высшее;менеджер среднего звена;>250;0;6;33;Торговля;ЗАО;разведен / разведена;0;0;0;0;0;0;0;0;0;0;0.3333333333;1;2;54;3;0;0;26;65;0;0;0;0;0;0;0
3;1001843;Поступление зарплаты на счет;Ремонт;0;0.47;женский;1;0;высшее;специалист;< 50;0;81;27;Другое;ООО;женат / замужем;0;0;0;0;0;0.0096153846;1;1;0;0;0.4;2;3;103;5;1;3;4;68;1;0;0;0;0;0;0
3;1001863;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.32;женский;1;0;*n.a.*;менеджер высшего звена;>250;0;90;33;Информационные технологии;ООО;гражданский брак;1;1;1;1;0;0.0375;1;0;0;0;0.5;1;1;77;2;1;0;10;107;1;0;0;0;0;0;0
3;1001883;Поступление зарплаты на счет;Покупка мебели;0;0.45;женский;0;0;высшее;менеджер среднего звена;>250;0;11;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001903;Поступление зарплаты на счет;Ремонт;0;0.25;мужской;0;0;высшее;торговый представитель;>250;1;39;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001923;Форма банка (без печати работодателя);Отпуск;0;0.19;мужской;0;0;высшее;специалист;>250;0;26;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001943;2НДФЛ;Покупка недвижимости/ строительство;1;0.34;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>250;0;6;50;Сельское и лесное хозяйство;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
3;1001963;2НДФЛ;Ремонт;1;0.33;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1001983;Поступление зарплаты на счет;Ремонт;0;0.06;женский;0;0;высшее;менеджер среднего звена;>250;0;89;31;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;3;20;3;0;3;13;22;0;0;0;0;0;0;0
3;1002003;Форма банка (без печати работодателя);Покупка бытовой техники;0;0.36;женский;0;0;среднее-специальное;рабочий;>250;0;45;49;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1002023;Поступление зарплаты на счет;Ремонт;0;0.45;женский;1;0;высшее;специалист;>250;1;103;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1002043;Поступление зарплаты на счет;Ремонт;0;0.1;мужской;0;0;ученая степень;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1002063;Поступление зарплаты на счет;Ремонт;0;0.35;мужской;1;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1002083;2НДФЛ;Ремонт;0;0.43;мужской;1;0;высшее;менеджер среднего звена;>250;0;55;28;Другое;ЗАО;женат / замужем;4;3;3;2;2;0;1;1;0;0;0.8333333333;5;1;105;6;2;1;3;44;0;0;0;0;0;0;0
3;1002103;Поступление зарплаты на счет;Ремонт;1;0.44;женский;0;0;высшее;вспомогательный персонал;>250;0;42;28;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1002123;Поступление зарплаты на счет;Ремонт;1;0.23;мужской;0;0;второе высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1002143;Поступление зарплаты на счет;Ремонт;1;0.41;женский;0;0;среднее;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1002163;2НДФЛ;Покупка недвижимости/ строительство;1;0.22;мужской;0;0;высшее;специалист;>250;1;47;25;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1002183;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;183;46;Другое;ОАО;женат / замужем;2;2;2;2;2;0;0;0;0;0;0.1428571429;1;6;38;7;0;1;13;97;0;0;0;0;0;0;0
3;1002203;2НДФЛ;Другое;1;0.59;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1002223;Форма банка (без печати работодателя);Ремонт;1;0.32;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;116;32;Торговля;Индивидуальный предприниматель;холост / не замужем;3;1;1;1;0;0;0;0;0;0;0.6666666667;2;1;57;3;1;0;16;44;0;0;0;0;0;0;0
3;1002243;Поступление зарплаты на счет;Ремонт;1;0.48;женский;0;0;среднее-специальное;специалист;>250;0;58;51;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1002263;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.59;мужской;2;0;среднее-специальное;менеджер среднего звена;< 50;0;14;44;Торговля;ООО;женат / замужем;5;4;3;3;3;0.2076502732;1;0;0;0;0.6;3;2;145;5;1;0;38;68;1;0;0;0;0;0;0
3;1002283;2НДФЛ;Ремонт;1;0.45;мужской;2;0;среднее-специальное;специалист;>250;3;14;42;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1002303;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.52;женский;0;0;высшее;вспомогательный персонал;>250;0;6;53;Другое;ООО;холост / не замужем;1;1;1;0;0;0;0;1;1;1;1;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0
3;1002323;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.36;женский;1;0;высшее;менеджер среднего звена;>250;0;47;27;Торговля;ЗАО;женат / замужем;1;0;0;0;0;0;0;0;0;0;0.3333333333;1;2;72;3;0;1;23;43;0;0;0;0;0;0;0
3;1002343;Поступление зарплаты на счет;Покупка бытовой техники;0;0.39;мужской;0;0;высшее;специалист;>250;1;29;25;Информационные технологии;ОАО;холост / не замужем;1;0;0;0;0;0.0526315789;0;0;0;0;1;1;0;18;1;1;0;20;20;1;0;0;0;0;0;0
3;1002363;Поступление зарплаты на счет;Ремонт;1;0.32;мужской;0;0;высшее;специалист;>250;0;66;48;Информационные технологии;ООО;холост / не замужем;0;0;0;0;0;0;1;0;0;0;0.1666666667;1;5;130;6;0;4;15;98;0;0;0;0;0;0;0
3;1002383;2НДФЛ;Ремонт;0;0.45;женский;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1002403;Свободная форма с печатью работодателя;Другое;1;0.42;мужской;1;0;среднее;менеджер среднего звена;< 50;0;11;32;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1002423;Поступление зарплаты на счет;Другое;0;0.42;мужской;0;0;незаконченное высшее;вспомогательный персонал;>250;0;18;46;Другое;ООО;холост / не замужем;3;1;1;1;0;0.0324675325;0;0;0;0;0.125;1;7;149;8;0;0;31;66;1;0;0;0;0;0;0
3;1002443;2НДФЛ;Другое;0;;мужской;0;0;высшее;другое;;1;31;25;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1002463;Форма банка (без печати работодателя);Ремонт;1;0.4;женский;1;0;высшее;специалист;< 50;0;120;36;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
